razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNK-5467;Sim;Sim;Não;2022-09-10;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-0515;Sim;Sim;Não;2022-06-16;2023-01-05;2018;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-2517;Sim;Sim;Não;2022-12-09;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-2717;Sim;Sim;Não;2022-10-11;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-3707;Sim;Sim;Não;2022-09-02;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-7H59;Sim;Sim;Não;2022-11-10;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-7I89;Sim;Sim;Não;2022-10-29;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-8149;Sim;Sim;Não;2022-09-01;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-8219;Sim;Sim;Não;2022-11-05;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-8279;Sim;Sim;Não;2023-01-04;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-8369;Sim;Sim;Não;2022-09-28;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNL-9655;Sim;Sim;Não;2022-08-10;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNM-0015;Sim;Sim;Não;2022-07-07;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNM-0315;Sim;Sim;Não;2022-07-02;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNM-1024;Sim;Sim;Não;2022-06-28;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNM-1354;Sim;Sim;Não;2022-06-25;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNM-1484;Sim;Sim;Não;2022-02-11;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNM-1714;Sim;Sim;Não;2022-06-28;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNN-6204;Sim;Sim;Não;2022-07-06;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNN-6344;Sim;Sim;Não;2022-07-09;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNO-9737;Sim;Sim;Não;2022-09-15;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-4398;Sim;Sim;Não;2022-09-10;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-4875;Sim;Sim;Não;2022-06-08;2023-01-05;2018;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-4935;Sim;Sim;Não;2023-01-21;2023-01-05;2018;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-5065;Sim;Sim;Não;2023-01-12;2023-01-05;2018;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-7054;Sim;Sim;Não;2023-01-18;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-7184;Sim;Sim;Não;2022-10-21;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-7294;Sim;Sim;Não;2022-07-01;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNP-7434;Sim;Sim;Não;2022-06-29;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNQ-5567;Sim;Sim;Não;2022-09-28;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-1844;Sim;Sim;Não;2022-07-01;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-2104;Sim;Sim;Não;2022-07-08;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-2404;Sim;Sim;Não;2022-06-23;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-2448;Sim;Sim;Não;2022-09-13;2023-01-05;2016;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-4464;Sim;Sim;Não;2022-07-12;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-6014;Sim;Sim;Não;2022-06-29;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNS-6204;Sim;Sim;Não;2022-07-02;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNT-1344;Sim;Sim;Não;2022-07-20;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNT-1697;Sim;Sim;Não;2022-08-30;2023-01-05;2015;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNT-3884;Sim;Sim;Não;2022-07-13;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNT-4014;Sim;Sim;Não;2022-07-30;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNT-5494;Sim;Sim;Não;2022-06-22;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNU-2074;Sim;Sim;Não;2022-02-10;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNU-9605;Sim;Sim;Não;2023-01-20;2022-02-04;2018;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNW-2134;Sim;Sim;Não;2023-01-18;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNW-2304;Sim;Sim;Não;2022-07-06;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNW-8827;Sim;Sim;Não;2022-08-10;2023-01-05;2016;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNW-8977;Sim;Sim;Não;2022-08-13;2023-01-05;2016;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNW-9007;Sim;Sim;Não;2022-08-18;2023-01-05;2016;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNW-9I89;Sim;Sim;Não;2022-09-13;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-5438;Sim;Sim;Não;2023-01-17;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-5918;Sim;Sim;Não;2022-09-21;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-5968;Sim;Sim;Não;2022-10-01;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-6198;Sim;Sim;Não;2022-10-15;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-6348;Sim;Sim;Não;2022-09-16;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-6568;Sim;Sim;Não;2022-09-28;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-6658;Sim;Sim;Não;2022-09-22;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-6768;Sim;Sim;Não;2022-09-09;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-7228;Sim;Sim;Não;2022-10-04;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-7286;Sim;Sim;Não;2022-09-29;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-7346;Sim;Sim;Não;2022-08-17;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-7456;Sim;Sim;Não;2022-11-01;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-7907;Sim;Sim;Não;2022-08-18;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-7F16;Sim;Sim;Não;2022-08-20;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-8477;Sim;Sim;Não;2022-07-28;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNX-9727;Sim;Sim;Não;2022-08-25;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNY-0296;Sim;Sim;Não;2022-09-27;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNY-0546;Sim;Sim;Não;2022-09-28;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNY-9297;Sim;Sim;Não;2022-08-23;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-2I24;Sim;Sim;Não;2022-12-14;2023-01-05;2018;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-9415;Sim;Sim;Não;2023-01-14;2023-01-05;2019;Executivo/Leito;12|52;66
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-9495;Sim;Sim;Não;2022-06-23;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-9555;Sim;Sim;Não;2022-02-25;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-9665;Sim;Sim;Não;2022-07-07;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-9785;Sim;Sim;Não;2023-01-13;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PNZ-9975;Sim;Sim;Não;2022-06-28;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POA-5477;Sim;Sim;Não;2022-08-25;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POB-5727;Sim;Sim;Não;2022-08-20;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POB-6427;Sim;Sim;Não;2022-08-20;2022-02-04;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POB-6627;Sim;Sim;Não;2022-09-17;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POC-3487;Sim;Sim;Não;2022-09-27;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-2963;Sim;Sim;Não;2022-02-18;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3063;Sim;Sim;Não;2022-06-14;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3203;Sim;Sim;Não;2022-06-11;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3283;Sim;Sim;Não;2022-06-14;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3343;Sim;Sim;Não;2023-01-25;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3533;Sim;Sim;Não;2022-06-17;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3545;Sim;Sim;Não;2022-05-31;2023-01-05;2019;Executivo/Leito;12|52;66
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3623;Sim;Sim;Não;2022-06-11;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3703;Sim;Sim;Não;2022-06-04;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3763;Sim;Sim;Não;2022-02-22;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3833;Sim;Sim;Não;2023-01-24;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-3923;Sim;Sim;Não;2022-06-28;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-8826;Sim;Sim;Não;2022-08-05;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-8F47;Sim;Sim;Não;2022-08-27;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POD-9137;Sim;Sim;Não;2022-07-28;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-0057;Sim;Sim;Não;2022-08-26;2023-01-05;2016;Executivo;46;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-0237;Sim;Sim;Não;2022-08-27;2023-01-05;2016;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-0357;Sim;Sim;Não;2022-08-16;2023-01-05;2016;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-1068;Sim;Sim;Não;2023-01-13;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-5516;Sim;Sim;Não;2022-10-14;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-6436;Sim;Sim;Não;2022-10-15;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-6726;Sim;Sim;Não;2022-09-14;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-6866;Sim;Sim;Não;2022-08-05;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-6946;Sim;Sim;Não;2022-09-27;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POE-7236;Sim;Sim;Não;2022-09-14;2023-01-05;2016;Executivo;46;46
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POG-2105;Sim;Sim;Não;2022-08-19;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POG-5H42;Sim;Sim;Não;2022-09-17;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POG-6365;Sim;Sim;Não;2022-08-09;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POG-7B22;Sim;Sim;Não;2022-09-14;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POH-1D32;Sim;Sim;Não;2022-09-16;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POH-4H62;Sim;Sim;Não;2022-09-13;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-0H32;Sim;Sim;Não;2022-09-14;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-2958;Sim;Sim;Não;2023-01-18;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-3038;Sim;Sim;Não;2023-01-14;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-3378;Sim;Sim;Não;2023-01-12;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-3448;Sim;Sim;Não;2023-01-07;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-3678;Sim;Sim;Não;2022-10-04;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-3B62;Sim;Sim;Não;2022-09-17;2023-01-05;2020;Leito;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-8966;Sim;Sim;Não;2022-10-13;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-8996;Sim;Sim;Não;2022-08-19;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-8C62;Sim;Sim;Não;2022-09-13;2023-01-05;2020;Executivo;45;45
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POI-9226;Sim;Sim;Não;2022-08-02;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POJ-3277;Sim;Sim;Não;2022-08-06;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POJ-3357;Sim;Sim;Não;2022-08-18;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5226;Sim;Sim;Não;2022-08-11;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5286;Sim;Sim;Não;2022-08-02;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5356;Sim;Sim;Não;2022-07-07;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5426;Sim;Sim;Não;2022-07-28;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5526;Sim;Sim;Não;2022-07-09;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5636;Sim;Sim;Não;2022-12-14;2022-02-04;2017;Executivo/Leito;14|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POK-5886;Sim;Sim;Não;2022-12-13;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POL-0117;Sim;Sim;Não;2022-08-06;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POL-0337;Sim;Sim;Não;2022-08-20;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POL-4576;Sim;Sim;Não;2022-08-02;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POL-4636;Sim;Sim;Não;2023-01-17;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POL-4766;Sim;Sim;Não;2022-08-12;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POL-7226;Sim;Sim;Não;2022-12-15;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PON-6687;Sim;Sim;Não;2022-08-03;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;PON-6707;Sim;Sim;Não;2022-08-05;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-7866;Sim;Sim;Não;2022-07-29;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-8066;Sim;Sim;Não;2022-08-13;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-8696;Sim;Sim;Não;2022-07-19;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-8G66;Sim;Sim;Não;2022-07-22;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-9106;Sim;Sim;Não;2022-08-12;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-9156;Sim;Sim;Não;2023-01-12;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-9166;Sim;Sim;Não;2022-07-27;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-9366;Sim;Sim;Não;2023-01-14;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-9406;Sim;Sim;Não;2022-07-05;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POO-9826;Sim;Sim;Não;2022-02-12;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-0026;Sim;Sim;Não;2022-06-04;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-1744;Sim;Sim;Não;2022-10-28;2023-01-05;2019;Executivo/Leito;14|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-1774;Sim;Sim;Não;2022-10-04;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3238;Sim;Sim;Não;2022-10-04;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3398;Sim;Sim;Não;2022-09-29;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3538;Sim;Sim;Não;2022-10-06;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3638;Sim;Sim;Não;2022-11-24;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3666;Sim;Sim;Não;2022-12-07;2023-01-05;2017;Executivo;48;48
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3708;Sim;Sim;Não;2022-10-04;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3768;Sim;Sim;Não;2022-09-14;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3848;Sim;Sim;Não;2022-09-14;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3888;Sim;Sim;Não;2022-10-05;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-3968;Sim;Sim;Não;2022-10-06;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-4088;Sim;Sim;Não;2022-09-24;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-4148;Sim;Sim;Não;2022-10-05;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-4198;Sim;Sim;Não;2022-10-08;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-4598;Sim;Sim;Não;2022-09-17;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POP-4778;Sim;Sim;Não;2022-09-24;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-1028;Sim;Sim;Não;2022-09-21;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-1098;Sim;Sim;Não;2022-10-05;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-1306;Sim;Sim;Não;2022-06-29;2023-01-05;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-1338;Sim;Sim;Não;2022-09-23;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-1448;Sim;Sim;Não;2022-10-18;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-1598;Sim;Sim;Não;2022-09-23;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POS-5216;Sim;Sim;Não;2022-12-14;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POT-0926;Sim;Sim;Não;2022-12-15;2022-02-04;2017;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POT-4568;Sim;Sim;Não;2022-10-07;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POT-4618;Sim;Sim;Não;2022-09-24;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POT-5306;Sim;Sim;Não;2023-01-20;2023-01-05;2018;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POU-1178;Sim;Sim;Não;2022-10-14;2023-01-05;2018;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POV-0664;Sim;Sim;Não;2022-11-01;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POV-0814;Sim;Sim;Não;2022-11-10;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POW-8595;Sim;Sim;Não;2022-09-30;2023-01-05;2019;Executivo/Leito;12|48;62
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POX-8915;Sim;Sim;Não;2022-09-21;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POX-8975;Sim;Sim;Não;2022-09-28;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POX-9895;Sim;Sim;Não;2022-09-22;2023-01-05;2019;Executivo;47;47
EXPRESSO GUANABARA LTDA;41.550.112/0001-01;POY-0135;Sim;Sim;Não;2022-09-10;2023-01-05;2019;Executivo;47;47
