razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos
VIACAO MOTTA LIMITADA;55.340.921/0001-95;DWO-6189;Sim;Sim;Não;2022-06-23;2022-02-20;2018;Executivo/Leito;44|14;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;ENI-5530;Sim;Sim;Não;2022-08-03;2022-02-20;2018;Leito;33;33
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FAC-4699;Sim;Sim;Não;2022-12-02;2022-02-20;2017;Executivo/Leito;44|14;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FAU-3257;Sim;Sim;Não;2022-12-08;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FCU-2297;Sim;Sim;Não;2022-12-23;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FCY-9419;Sim;Sim;Não;2023-01-06;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FDY-4878;Sim;Sim;Não;2022-12-09;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FFM-3475;Sim;Sim;Não;2022-11-22;2022-02-20;2017;Executivo/Leito;44|12;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FIF-6679;Sim;Sim;Não;2022-12-03;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FPM-3607;Sim;Sim;Não;2022-12-09;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FPY-2158;Sim;Sim;Não;2022-12-15;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FVJ-5728;Sim;Sim;Não;2022-12-06;2022-02-20;2017;Executivo/Leito;44|12;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FVS-8049;Sim;Sim;Não;2022-12-01;2022-02-20;2017;Executivo/Leito;44|12;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FXL-5A57;Sim;Sim;Não;2022-12-03;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FXT-5079;Sim;Sim;Não;2022-11-29;2022-02-20;2017;Executivo/Leito;44|12;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;FYU-8497;Sim;Sim;Não;2023-01-05;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GDA-4957;Sim;Sim;Não;2022-11-24;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GDG-5307;Sim;Sim;Não;2023-01-06;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GDZ-2767;Sim;Sim;Não;2022-12-15;2022-02-20;2017;Executivo;45;45
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GGB-6559;Sim;Sim;Não;2022-12-03;2022-02-20;2017;Executivo/Leito;12|46;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GJA-8609;Sim;Sim;Não;2023-01-04;2022-02-20;2017;Executivo/Leito;12|46;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;GJR-3498;Sim;Sim;Não;2022-11-30;2022-02-20;2017;Executivo/Leito;44|12;58
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D75;Sim;Sim;Não;2022-07-07;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D76;Sim;Sim;Não;2022-07-28;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D77;Sim;Sim;Não;2022-08-31;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D78;Sim;Sim;Não;2022-08-10;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D79;Sim;Sim;Não;2022-10-08;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D81;Sim;Sim;Não;2022-08-18;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HSI-0D82;Sim;Sim;Não;2022-11-05;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTG-3274;Sim;Não;Não;2022-09-28;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTG-3C74;Sim;Sim;Não;2022-09-28;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTG-3C75;Sim;Sim;Não;2022-10-13;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTG-3C77;Sim;Sim;Não;2022-07-23;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTG-3C78;Sim;Sim;Não;2022-12-08;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTG-3E52;Sim;Sim;Não;2022-10-20;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTP-2729;Sim;Sim;Não;2022-12-10;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTP-2H26;Sim;Sim;Não;2022-09-16;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;HTP-2H31;Sim;Sim;Não;2022-08-23;2022-02-20;2010;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OCO-2D45;Sim;Sim;Não;2022-12-07;2022-02-20;2011;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OCP-7E35;Sim;Sim;Não;2022-08-30;2022-02-20;2011;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OCP-8E75;Sim;Sim;Não;2022-12-06;2022-02-20;2011;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OCQ-2B65;Sim;Sim;Não;2022-10-19;2022-02-20;2011;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OCQ-6B85;Sim;Sim;Não;2022-06-14;2022-02-20;2011;Executivo;42;42
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OIP-5J00;Sim;Sim;Não;2022-12-22;2022-02-20;2014;Executivo;46;46
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSG-3D90;Sim;Sim;Não;2022-12-15;2022-02-20;2014;Executivo;46;46
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSL-3A48;Sim;Sim;Não;2022-12-20;2022-02-20;2014;Executivo;46;46
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSR-9D89;Sim;Sim;Não;2022-12-17;2022-02-20;2014;Executivo;46;46
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSS-9C58;Sim;Sim;Não;2022-12-22;2022-02-20;2014;Executivo;46;46
VIACAO MOTTA LIMITADA;55.340.921/0001-95;OSU-5C50;Sim;Sim;Não;2022-12-16;2022-02-20;2014;Executivo;46;46
VIACAO MOTTA LIMITADA;55.340.921/0001-95;PBK-4A80;Sim;Sim;Não;2022-12-15;2022-02-20;2018;Executivo/Leito;12|42;54
VIACAO MOTTA LIMITADA;55.340.921/0001-95;PBL-7325;Sim;Sim;Não;2022-12-15;2022-02-20;2018;Executivo/Leito;12|42;54
VIACAO MOTTA LIMITADA;55.340.921/0001-95;PBL-7D22;Sim;Sim;Não;2022-12-13;2022-02-20;2018;Executivo/Leito;12|42;54
VIACAO MUNDI LTDA;37.862.846/0001-40;BUS-4H29;Não;Sim;Não;2022-06-06;2022-12-06;1999;Convencional;46;46
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4759;Sim;Não;Não;2022-09-21;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4760;Sim;Não;Não;2022-11-24;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4761;Sim;Não;Não;2022-08-03;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4762;Sim;Não;Não;2022-07-03;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4763;Sim;Não;Não;2022-09-22;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4764;Sim;Não;Não;2022-07-27;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4767;Sim;Não;Não;2022-08-06;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4776;Sim;Não;Não;2022-12-30;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4777;Sim;Não;Não;2022-10-05;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4778;Sim;Não;Não;2022-08-17;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4780;Sim;Não;Não;2022-09-28;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4781;Sim;Não;Não;2023-01-24;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;GSV-4H65;Sim;Não;Não;2022-08-09;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7613;Sim;Não;Não;2022-11-09;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7622;Sim;Não;Não;2022-11-22;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7623;Sim;Não;Não;2022-09-21;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7641;Sim;Não;Não;2022-10-29;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7642;Sim;Não;Não;2022-11-09;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7643;Sim;Não;Não;2022-12-17;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7647;Sim;Não;Não;2022-03-03;2022-10-07;2007;Executivo;46;46
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7648;Sim;Não;Não;2022-10-04;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7649;Sim;Não;Não;2022-12-06;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HGJ-7650;Sim;Não;Não;2022-11-18;2022-10-07;2007;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4720;Sim;Não;Não;2022-08-10;2022-10-07;2011;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4725;Sim;Não;Não;2022-07-10;2022-10-07;2011;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4733;Sim;Não;Não;2022-06-18;2022-10-07;2011;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4738;Sim;Não;Não;2022-08-16;2022-10-07;2011;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4742;Sim;Não;Não;2022-07-26;2022-10-07;2011;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4745;Sim;Não;Não;2022-07-07;2022-10-07;2011;Executivo;46;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHO-4756;Sim;Não;Não;2022-08-25;2022-10-07;2011;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;HHU-5816;Sim;Não;Não;2022-06-15;2022-10-07;2011;Executivo;46;46
VIACAO NACIONAL SA;61.898.813/0001-35;OZN-4928;Sim;Não;Não;2022-04-20;2022-10-07;2014;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-0662;Sim;Não;Não;2022-06-14;2022-10-07;2014;Executivo;47;47
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-0838;Sim;Não;Não;2022-06-16;2022-10-07;2014;Executivo;46;46
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-3055;Sim;Não;Não;2022-06-11;2022-10-07;2014;Executivo;46;46
VIACAO NACIONAL SA;61.898.813/0001-35;OZO-9114;Sim;Não;Não;2022-07-19;2022-10-07;2014;Executivo;47;47
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;ATN-9251;Sim;Não;Não;2022-07-09;2022-07-17;2010;Semileito;44;44
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;ATO-5310;Sim;Não;Não;2023-01-21;2022-07-17;2010;Executivo;44;44
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;ATO-5313;Sim;Não;Não;2023-01-12;2022-07-17;2010;Executivo;44;44
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;ATP-3761;Sim;Não;Não;2022-07-16;2022-07-17;2010;Semileito;44;44
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;AUN-1451;Sim;Não;Não;2022-12-14;2022-07-17;2010;Executivo;44;44
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;AUS-3693;Sim;Não;Não;2022-05-14;2022-07-17;2011;Semileito;44;44
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;AXE-1237;Sim;Não;Não;2022-08-04;2022-07-17;2011;Executivo;42;42
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;AXE-1239;Sim;Não;Não;2023-01-14;2022-07-17;2011;Executivo;42;42
VIACAO NOVA INTEGRACAO LTDA;80.544.885/0001-29;AXE-1242;Sim;Não;Não;2022-03-12;2022-07-17;2011;Semileito;44;44
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;HNX-0695;Sim;Sim;Não;2023-01-21;2022-10-04;2011;Convencional;48;48
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;HOB-4544;Sim;Sim;Não;2023-01-06;2022-10-04;2011;Convencional;48;48
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;HOF-2637;Sim;Sim;Não;2022-08-12;2022-10-04;2011;Convencional;48;48
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KVK-7637;Sim;Sim;Não;2022-06-10;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KVV-4808;Sim;Sim;Não;2022-05-17;2022-10-04;2010;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KZK-3388;Sim;Sim;Não;2022-04-30;2022-10-04;2011;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KZL-7460;Sim;Sim;Não;2022-04-08;2022-10-04;2014;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KZU-7379;Sim;Sim;Não;2022-05-03;2022-10-04;2006;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KZW-8343;Sim;Sim;Não;2022-04-27;2022-10-04;2006;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;KZZ-7407;Sim;Sim;Não;2022-03-19;2022-10-04;2006;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LLH-1285;Sim;Sim;Não;2022-03-02;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LLI-7596;Sim;Sim;Não;2022-03-19;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LLK-6953;Sim;Sim;Não;2022-06-09;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LME-5208;Sim;Sim;Não;2022-04-19;2022-10-04;2014;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LME-5531;Sim;Sim;Não;2022-04-30;2022-10-04;2014;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LMM-0461;Sim;Sim;Não;2022-10-01;2022-10-04;2017;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LMM-1059;Sim;Sim;Não;2022-10-01;2022-10-04;2017;Executivo;46;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LNX-5226;Não;Sim;Não;2022-07-21;2022-10-04;2001;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LNX-5365;Sim;Sim;Não;2022-04-29;2022-10-04;2001;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LPR-9452;Sim;Sim;Não;2022-04-13;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LPS-1622;Sim;Sim;Não;2022-12-29;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LPT-3716;Sim;Sim;Não;2022-06-11;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LPU-6470;Sim;Sim;Não;2022-04-16;2022-10-04;2010;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LPU-6472;Sim;Sim;Não;2022-08-09;2022-10-04;2010;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LQH-8592;Sim;Sim;Não;2022-05-05;2022-10-04;2011;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LQH-8719;Sim;Sim;Não;2022-07-29;2022-10-04;2011;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LQH-8G18;Sim;Sim;Não;2022-05-19;2022-10-04;2011;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LRU-5694;Sim;Sim;Não;2022-03-03;2022-10-04;2014;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LRU-5898;Sim;Sim;Não;2022-04-20;2022-10-04;2014;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LSV-3667;Sim;Sim;Não;2022-05-20;2022-10-04;2010;Executivo;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LTE-2068;Sim;Sim;Não;2022-09-30;2022-10-04;2017;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;LTE-2349;Sim;Sim;Não;2022-10-27;2022-10-04;2017;Executivo;46;46
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;NXZ-8307;Sim;Sim;Não;2023-01-06;2022-10-04;2011;Convencional;48;48
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;NYD-2023;Sim;Sim;Não;2022-11-08;2022-10-04;2011;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;NYE-7787;Sim;Sim;Não;2022-02-10;2022-10-04;2011;Convencional;47;47
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;RFS-6G33;Sim;Não;Não;2022-05-20;2022-10-04;2019;Convencional;45;45
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;RFS-6G57;Sim;Não;Não;2022-06-05;2022-10-04;2019;Convencional;45;45
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;RFS-6G90;Sim;Não;Não;2022-06-02;2022-10-04;2019;Convencional;45;45
VIACAO PROGRESSO E TURISMO S/A;32.404.063/0001-08;RFS-6H04;Sim;Não;Não;2022-05-22;2022-10-04;2019;Convencional;45;45
VIACAO REAL ITA LIMITADA;27.177.468/0001-02;OVF-9181;Sim;Não;Não;2022-06-17;2022-03-06;2013;Convencional;49;49
VIACAO REAL ITA LIMITADA;27.177.468/0001-02;OVH-0731;Sim;Não;Não;2022-10-26;2022-03-06;2013;Convencional;49;49
VIACAO REAL ITA LIMITADA;27.177.468/0001-02;OVH-0732;Sim;Não;Não;2022-10-27;2022-03-06;2013;Convencional;49;49
VIACAO REAL ITA LIMITADA;27.177.468/0001-02;QRI-8F41;Sim;Não;Não;2022-06-10;2022-03-06;2019;Executivo;43;43
VIACAO REAL ITA LIMITADA;27.177.468/0001-02;QRI-8I12;Sim;Sim;Não;2022-06-16;2022-03-06;2019;Executivo;43;43
VIACAO REAL ITA LIMITADA;27.177.468/0001-02;QRJ-0B13;Sim;Não;Não;2022-10-05;2022-03-06;2019;Convencional;49;49
